Year	Month	TMax	TMin	PAR	Prec	CO2
1540-1979	1	1.420928289	-10.98454329	141.7535743	41.58312087	338.7516667
1540-1979	2	2.491006494	-9.830602399	174.9388517	41.40428649	338.7516667
1540-1979	3	5.868773063	-6.876273446	221.4357117	46.87176024	338.7516667
1540-1979	4	9.933499893	-3.835555005	256.7451056	38.39660942	338.7516667
1540-1979	5	14.90856961	0.091327328	257.2556481	39.75911375	338.7516667
1540-1979	6	20.88649662	4.358210108	246.2914616	34.79058041	338.7516667
1540-1979	7	21.76378747	6.751416125	206.6354517	95.01766901	338.7516667
1540-1979	8	20.15772466	6.37283577	194.420184	115.1684	338.7516667
1540-1979	9	17.12441564	3.453006936	187.7928361	65.79371657	338.7516667
1540-1979	10	11.53577292	-1.462497355	158.139954	53.64500761	338.7516667
1540-1979	11	5.327991431	-6.41444221	134.2307136	42.2308082	338.7516667
1540-1979	12	1.210192366	-10.44808508	126.2796989	44.23472146	338.7516667
1980	1	1.570762144	-9.113630193	121.1356039	60.6016207	338.7516667
1980	2	2.733518944	-9.927432282	165.8832157	44.6413712	338.7516667
1980	3	2.46927921	-9.983008513	215.2097389	26.591559	338.7516667
1980	4	7.194820675	-6.783140359	253.0926828	42.52185975	338.7516667
1980	5	11.63002744	-2.819052376	265.0376527	40.203942	338.7516667
1980	6	22.2815923	4.4222561	256.4575982	0	338.7516667
1980	7	25.03248597	5.043415126	242.6931613	14.7304067	338.7516667
1980	8	21.30175177	4.74593197	202.1097993	92.391431	338.7516667
1980	9	18.05363773	2.725057339	189.6740525	59.7056085	338.7516667
1980	10	12.38208642	-4.37184957	165.5056761	36.060288	338.7516667
1980	11	6.606351641	-7.658591866	140.1705697	36.2087938	338.7516667
1980	12	7.316025787	-6.679901458	127.1171835	7.7469665	338.7516667
1981	1	4.600127185	-9.635390974	133.6986292	1.9631525	340.1058333
1981	2	5.464093697	-9.800579846	169.330769	11.0975056	340.1058333
1981	3	2.860035345	-8.377161175	194.0752832	129.295909	340.1058333
1981	4	12.47633399	-3.303444239	266.0253558	15.0920952	340.1058333
1981	5	13.01147414	-1.634654273	224.0198075	95.36215704	340.1058333
1981	6	22.07491813	3.370694351	242.9199698	30.1785979	340.1058333
1981	7	21.83291684	5.561547297	207.3788907	72.28230404	340.1058333
1981	8	19.37554648	4.640575628	189.9886641	105.1857966	340.1058333
1981	9	16.38878177	3.233958279	178.8417656	64.886115	340.1058333
1981	10	10.60089122	-2.248623781	160.3110176	47.486561	340.1058333
1981	11	7.875546293	-4.940524951	125.3434405	27.8539598	340.1058333
1981	12	3.466912035	-8.668524079	117.2292629	4.0243859	340.1058333
1982	1	-0.04391105	-12.61042417	135.8979296	76.7107662	341.4475
1982	2	1.458773796	-13.09065159	183.3566278	92.1437721	341.4475
1982	3	3.784486953	-7.593205314	208.7213654	60.0817557	341.4475
1982	4	8.875474401	-3.871770197	270.8377062	10.2520735	341.4475
1982	5	12.98388488	-2.476482622	285.3923359	55.08220893	341.4475
1982	6	19.82746323	1.098302628	289.3357908	9.0628202	341.4475
1982	7	22.82785894	5.051510574	220.4636378	94.6079508	341.4475
1982	8	20.05978152	5.766752032	187.9554568	176.8844949	341.4475
1982	9	15.72974902	2.515495372	177.9941664	68.245917	341.4475
1982	10	10.4458079	-4.351484392	177.1920129	32.0332574	341.4475
1982	11	3.176519262	-6.659153403	105.9824262	60.18587353	341.4475
1982	12	0.237908003	-13.36651921	132.647639	75.5654483	341.4475
1983	1	3.277678835	-12.45591872	140.5474147	45.6816236	343.0541667
1983	2	1.922786271	-11.57591095	180.9597195	37.3616638	343.0541667
1983	3	2.987767678	-8.320216765	197.8002807	93.2801359	343.0541667
1983	4	5.323230495	-8.72904545	282.1625279	31.54209688	343.0541667
1983	5	13.17608411	-3.38647694	303.0097677	17.124811	343.0541667
1983	6	19.3759871	1.263183734	285.8783142	18.9723941	343.0541667
1983	7	22.24404869	4.515051384	239.7543882	78.67337538	343.0541667
1983	8	21.39545135	5.984187181	194.7252149	123.2839361	343.0541667
1983	9	19.499974	3.251809629	189.7286904	65.25683689	343.0541667
1983	10	12.65092058	-2.656935895	160.8530968	69.0616959	343.0541667
1983	11	4.710904429	-8.168175176	122.2516883	56.0055999	343.0541667
1983	12	0.260400777	-10.16420918	113.2299958	64.56152934	343.0541667
1984	1	2.237287742	-15.50729931	163.0413743	18.2732934	344.65
1984	2	2.93354207	-13.06158065	184.0901664	5.6277836	344.65
1984	3	5.109199677	-8.97027864	221.1930617	70.2882956	344.65
1984	4	8.290196672	-7.272530617	286.1013311	16.8483206	344.65
1984	5	18.13985058	0.085897677	313.9262949	7.142954	344.65
1984	6	19.68974195	1.892288962	265.7145293	46.57919232	344.65
1984	7	22.5707999	5.264610887	227.7465133	96.3925593	344.65
1984	8	20.116767	5.038124668	187.6110181	146.5166663	344.65
1984	9	18.14701352	2.083026413	194.4635703	28.7370868	344.65
1984	10	6.842209232	-4.950782724	141.9595162	145.1186094	344.65
1984	11	6.335724465	-6.966006587	157.2568394	25.8471998	344.65
1984	12	2.561840293	-9.456591771	125.7063379	123.139778	344.65
1985	1	0.651329154	-14.7490134	140.3600827	40.6278784	346.1166667
1985	2	1.302241369	-14.32172897	183.1835846	36.0027833	346.1166667
1985	3	4.697263831	-7.59681531	200.6529868	110.889652	346.1166667
1985	4	11.25076315	-3.968302823	258.6174564	116.1133261	346.1166667
1985	5	14.23604787	-0.47118851	253.5104524	52.4448753	346.1166667
1985	6	20.92494197	2.471645657	250.7624153	54.4090778	346.1166667
1985	7	21.73745042	4.500237853	201.7513414	83.20988	346.1166667
1985	8	21.59503645	4.724920298	215.5597757	61.9041427	346.1166667
1985	9	15.42627762	0.291927715	177.5384624	89.6260975	346.1166667
1985	10	11.09876884	-2.533591141	150.3183569	92.161364	346.1166667
1985	11	4.076786376	-7.09002825	117.4812554	64.3415437	346.1166667
1985	12	3.158967432	-11.77804526	144.5954086	23.4772943	346.1166667
1986	1	6.905160687	-8.746772739	144.0810944	3.5677917	347.4208333
1986	2	3.45693371	-8.029097256	157.4008338	66.2437359	347.4208333
