Year	Month	TMax	TMin	PAR	Prec	CO2
1540-1979	1	0.432083714	-11.40139189	145.6692755	40.7433557	338.7516667
1540-1979	2	1.356040118	-10.37974253	178.2421328	41.81776451	338.7516667
1540-1979	3	4.617904439	-7.421659183	224.0106707	47.97573702	338.7516667
1540-1979	4	8.577965713	-4.415627102	260.0799952	40.98110899	338.7516667
1540-1979	5	13.54449926	-0.535738259	263.0012539	40.26897045	338.7516667
1540-1979	6	19.48849379	3.675884347	251.9451284	37.24035144	338.7516667
1540-1979	7	20.42173544	5.976255849	208.8405154	95.69815274	338.7516667
1540-1979	8	18.80505018	5.65196085	194.0457866	120.5524303	338.7516667
1540-1979	9	15.81191623	2.907732454	188.2101959	66.10542324	338.7516667
1540-1979	10	10.27289324	-1.819664502	159.7781425	52.81915281	338.7516667
1540-1979	11	4.173067206	-6.700382132	137.164676	41.08734136	338.7516667
1540-1979	12	0.173059081	-10.83410724	130.2037229	43.70029404	338.7516667
1980	1	0.572701475	-10.40269112	126.076907	53.7982927	338.7516667
1980	2	1.701841738	-11.43232726	173.7852579	44.1920189	338.7516667
1980	3	1.05508752	-11.47265057	220.6401738	28.49759036	338.7516667
1980	4	5.735756128	-7.909005837	257.7294584	51.1967643	338.7516667
1980	5	10.12479904	-4.059992015	279.036363	35.79389671	338.7516667
1980	6	20.91542748	3.325903169	277.9201917	0	338.7516667
1980	7	23.59638629	3.783225997	245.9131708	13.4018041	338.7516667
1980	8	19.84099452	3.423264531	207.1831288	77.77579112	338.7516667
1980	9	16.8515494	1.847015217	193.5682034	37.67299241	338.7516667
1980	10	11.32581919	-5.318708676	175.3089734	39.981242	338.7516667
1980	11	5.642373165	-8.340418508	148.9961809	32.3549631	338.7516667
1980	12	6.487141031	-7.22085719	135.3505277	6.2642757	338.7516667
1981	1	3.80022948	-9.941532916	137.202839	0.7252482	340.1058333
1981	2	4.519469804	-10.44619852	169.1118049	8.5306747	340.1058333
1981	3	1.664128798	-9.340064923	193.9732558	129.6074773	340.1058333
1981	4	11.27006143	-4.442764533	267.9981666	10.460206	340.1058333
1981	5	11.67543806	-2.722357084	231.8147618	70.77905698	340.1058333
1981	6	20.64002947	2.229679518	247.29818	25.1432495	340.1058333
1981	7	20.47866384	4.244398769	213.2112853	52.10174457	340.1058333
1981	8	17.89705355	3.638641111	187.855382	122.648588	340.1058333
1981	9	15.14029763	2.39383507	178.3137654	64.98722903	340.1058333
1981	10	9.382449052	-3.174603254	163.2725489	48.924246	340.1058333
1981	11	6.51433547	-4.81733827	123.7578703	21.81379276	340.1058333
1981	12	2.104647876	-9.400534968	120.2447542	4.141034	340.1058333
1982	1	-1.490696956	-14.22894994	141.528039	69.76147558	341.4475
1982	2	0.145893932	-14.20830889	184.2541266	100.2159493	341.4475
1982	3	2.199385518	-8.412070938	205.3457476	56.3688413	341.4475
1982	4	7.337526988	-4.276300949	268.7590832	8.235988	341.4475
1982	5	11.39770709	-3.334136429	288.3226066	61.67300942	341.4475
1982	6	18.2674931	0.176066332	294.8222346	13.824866	341.4475
1982	7	21.396388	3.868958582	224.3494534	148.3341728	341.4475
1982	8	18.57330923	4.596915384	189.0538074	178.7992192	341.4475
1982	9	14.28358494	1.556909765	178.2761357	65.29240589	341.4475
1982	10	9.062176803	-4.598224179	177.2043978	26.59455828	341.4475
1982	11	1.937304338	-6.816611856	107.7938498	61.00734513	341.4475
1982	12	-0.723113907	-14.35374002	136.8860053	71.3976308	341.4475
1983	1	2.487857108	-13.19918303	144.357353	44.3128188	343.0541667
1983	2	0.650489209	-12.57121532	184.4131904	27.4610331	343.0541667
1983	3	1.633636834	-9.278672319	199.2651573	91.3817646	343.0541667
1983	4	3.746606691	-9.871214627	284.6142048	27.3197092	343.0541667
1983	5	11.59704527	-4.366754181	301.0901372	28.4241317	343.0541667
1983	6	17.70880693	0.136499947	290.1340796	24.80185577	343.0541667
1983	7	20.58886729	3.138852939	252.793053	86.6145426	343.0541667
1983	8	19.79945497	4.920296916	197.7973618	130.6241751	343.0541667
1983	9	18.00956743	2.40654627	189.7375639	70.9818445	343.0541667
1983	10	11.38656782	-3.263904844	165.3290551	60.6581015	343.0541667
1983	11	3.099902838	-8.781931169	121.9110448	54.4818605	343.0541667
1983	12	-0.984017297	-10.96630599	114.3189713	77.9701894	343.0541667
1984	1	1.375428103	-16.54950818	169.0226067	16.4861538	344.65
1984	2	1.311342986	-14.10791861	184.5414014	6.7345633	344.65
1984	3	3.486175638	-9.626574368	220.9343018	69.78486947	344.65
1984	4	6.71451677	-8.07783242	284.7143061	22.8287097	344.65
1984	5	16.52197783	-0.789849095	316.4742942	6.6636424	344.65
1984	6	18.08353252	0.691426598	271.3596327	49.09495428	344.65
1984	7	20.84485897	4.099429206	245.2391226	78.02617811	344.65
1984	8	18.5331806	3.796772832	192.830056	153.4627962	344.65
1984	9	16.86218178	1.129191212	197.1720839	16.29922577	344.65
1984	10	5.443755916	-5.734705337	143.2037355	144.756462	344.65
1984	11	5.070949475	-7.363733293	162.0277007	21.79105515	344.65
1984	12	1.838342922	-10.06823297	130.4780929	124.4259379	344.65
1985	1	-0.33877461	-15.68943447	141.2593844	39.6908275	346.1166667
1985	2	0.0337451	-15.08701214	181.8033134	32.0874173	346.1166667
1985	3	3.243978459	-8.401352903	194.9214156	120.1819892	346.1166667
1985	4	9.812827251	-4.733519186	260.914104	119.2773197	346.1166667
1985	5	12.73993965	-1.384591261	257.1868061	52.16051915	346.1166667
1985	6	19.43052553	1.464474956	260.4498969	60.198065	346.1166667
1985	7	20.20669252	3.35624892	206.7824153	65.3284499	346.1166667
1985	8	20.11247765	3.737365458	218.5962648	58.26191171	346.1166667
1985	9	14.06712614	-0.38779002	177.7025708	90.71516957	346.1166667
1985	10	9.742184232	-3.161389908	152.0214224	93.1275369	346.1166667
1985	11	2.683667948	-7.549136015	116.8657918	58.987556	346.1166667
1985	12	1.954995984	-12.31451014	147.3148376	21.3647138	346.1166667
1986	1	5.932562071	-9.103036453	146.4062435	3.366077	347.4208333
1986	2	2.125638989	-8.623267608	158.7754026	64.1397007	347.4208333
1986	3	6.47864191	-6.995629284	224.8065912	39.775404	347.4208333
1986	4	8.344047707	-5.373604496	249.6740061	80.370246	347.4208333
1986	5	12.722973	-2.316677562	259.5796763	60.2738983	347.4208333
1986	6	16.63565308	1.695969859	226.0893584	198.7373032	347.4208333
1986	7	18.89794035	3.935354652	212.3731749	81.91797341	347.4208333
1986	8	20.06844732	3.142674029	193.0613322	144.8631074	347.4208333
1986	9	13.64668676	0.317447323	174.690366	78.74298765	347.4208333
1986	10	8.597413376	-3.694255739	173.2616247	79.9196995	347.4208333
1986	11	3.588408816	-6.643110768	125.5490822	73.0606754	347.4208333
1986	12	0.668641215	-11.99423144	129.2820099	30.81350345	347.4208333
1987	1	-0.177970774	-12.78681311	142.7982581	72.4514126	349.1941667
1987	2	-0.679817854	-12.14520471	161.2137129	125.7895667	349.1941667
1987	3	1.892556929	-11.21506396	240.3615902	35.391891	349.1941667
1987	4	9.113157023	-5.609101039	305.2268213	55.4345807	349.1941667
1987	5	10.89438608	-2.064474971	268.5615015	63.49094418	349.1941667
1987	6	17.89215932	1.469981347	308.5425329	43.20893587	349.1941667
1987	7	20.08661871	4.211571623	266.122983	9.80934151	349.1941667
1987	8	17.18738698	3.521621465	194.534443	134.2610517	349.1941667
1987	9	14.31511653	-0.045999801	202.0383692	23.90237281	349.1941667
1987	10	12.14298234	-1.929305492	164.8769757	19.1957243	349.1941667
1987	11	3.409495642	-8.172671861	132.8487286	90.70590101	349.1941667
1987	12	-2.182737813	-13.50596283	124.4667743	35.0966214	349.1941667
1988	1	-1.900242402	-16.18538583	143.5396163	47.3814412	351.5675
1988	2	1.786955505	-12.60711719	186.8467332	13.078301	351.5675
1988	3	3.205051397	-11.08012592	225.3762713	16.87740081	351.5675
1988	4	8.212533487	-5.21321193	239.9913354	56.591789	351.5675
1988	5	12.9022602	-2.867336163	270.7185783	31.4993786	351.5675
1988	6	17.04265377	1.782993236	222.2905536	71.39737387	351.5675
1988	7	18.51065202	2.967657162	214.0951342	78.22960905	351.5675
1988	8	16.52371281	3.448197437	181.0993326	197.9191448	351.5675
1988	9	13.59921918	1.28133905	184.1666234	76.6643182	351.5675
1988	10	11.3369034	-1.446798464	163.6681796	15.3419888	351.5675
1988	11	2.552483765	-7.801754677	124.0072031	35.4867021	351.5675
1988	12	-0.878709703	-14.4687217	142.9288644	16.9284325	351.5675
1989	1	0.788253745	-11.53810169	148.4266503	27.17420676	353.1208333
1989	2	2.56884018	-8.815088786	179.9500312	83.3862424	353.1208333
1989	3	9.049473316	-4.424468261	229.2282466	34.6136272	353.1208333
1989	4	14.39970232	-0.671372049	261.1034265	0.00112007	353.1208333
1989	5	18.94650271	0.407331323	254.6363259	19.8378805	353.1208333
1989	6	20.33212263	1.324844914	232.4493572	10.6049116	353.1208333
1989	7	20.53182261	4.043480615	197.4054813	174.173484	353.1208333
1989	8	18.00592981	3.623888705	205.4545325	101.150738	353.1208333
1989	9	16.46825015	2.313895137	192.5936309	61.38650563	353.1208333
1989	10	9.760526243	-2.978168259	160.0234312	58.578545	353.1208333
1989	11	5.214824374	-6.57166416	132.8407869	8.3870535	353.1208333
1989	12	-0.110292995	-11.37051011	134.6591664	21.04022183	353.1208333
1990	1	-0.849496791	-12.9219678	156.6190326	32.9528375	354.3941667
1990	2	0.277510233	-12.16328793	186.6664437	44.244404	354.3941667
1990	3	4.4920564	-7.682114658	233.9668404	69.7877891	354.3941667
1990	4	8.069192078	-3.54943237	253.879317	62.2007218	354.3941667
1990	5	11.85508902	-2.149138283	296.1046555	29.45771477	354.3941667
1990	6	21.9500267	4.493103171	276.3089102	22.7437265	354.3941667
1990	7	18.31249371	4.839104826	191.4866959	131.4951427	354.3941667
1990	8	17.75057302	4.080645265	197.822877	112.183004	354.3941667
1990	9	15.75522148	3.058896437	174.8997102	149.4374242	354.3941667
1990	10	10.57868284	-2.693906785	177.1275118	13.8714566	354.3941667
1990	11	4.051598925	-7.149876573	141.1739138	70.2806382	354.3941667
1990	12	-2.333694353	-13.90415469	130.4780796	85.5478082	354.3941667
