Year	Month	TMax	TMin	PAR	Prec	CO2
1540-1979	1	-0.319667839	-11.72680453	135.6251951	42.52971744	338.7516667
1540-1979	2	0.488894843	-10.80833292	169.2562828	43.30404525	338.7516667
1540-1979	3	3.641117448	-7.85367347	216.771274	48.32174926	338.7516667
1540-1979	4	7.555142529	-4.869520415	258.435789	42.89185473	338.7516667
1540-1979	5	12.52738632	-1.030410954	267.8458761	41.21232443	338.7516667
1540-1979	6	18.45726849	3.137906999	259.7129086	38.63676334	338.7516667
1540-1979	7	19.3978876	5.350709638	214.4736597	95.61471091	338.7516667
1540-1979	8	17.78033119	5.063516576	194.5247012	120.7192056	338.7516667
1540-1979	9	14.8002314	2.471873934	183.2428125	66.98617003	338.7516667
1540-1979	10	9.311136993	-2.097553099	152.4646944	53.61714966	338.7516667
1540-1979	11	3.263806437	-6.95026022	128.2899976	41.28277447	338.7516667
1540-1979	12	-0.630337935	-11.13951423	120.6195969	43.10156532	338.7516667
1980	1	-0.258513359	-11.33968806	118.0573038	56.11598424	338.7516667
1980	2	0.867876293	-12.63619558	167.6361903	44.3078804	338.7516667
1980	3	-0.053919434	-12.57823113	216.1297836	29.18837413	338.7516667
1980	4	4.649033533	-8.80626018	258.6903765	53.3227828	338.7516667
1980	5	9.012752329	-5.021877276	289.8594856	34.41967067	338.7516667
1980	6	19.92909777	2.485064285	294.8971892	0	338.7516667
1980	7	22.59734903	2.815868461	259.827198	15.0257948	338.7516667
1980	8	18.78419065	2.368650648	209.5353928	63.01854138	338.7516667
1980	9	15.91352177	1.112426363	188.8735668	35.00088131	338.7516667
1980	10	10.52414104	-6.072211869	169.1951875	41.910735	338.7516667
1980	11	4.91045049	-8.85085341	140.6105804	35.3262753	338.7516667
1980	12	5.866977953	-7.659143958	126.0043233	7.5424869	338.7516667
1981	1	3.217305419	-10.15950405	134.5857495	0.33279294	340.1058333
1981	2	3.792012027	-10.94315891	167.9990389	9.53054678	340.1058333
1981	3	0.806123994	-10.11576566	193.1422784	132.5141461	340.1058333
1981	4	10.31781273	-5.337832537	267.6320633	9.6155518	340.1058333
1981	5	10.67538656	-3.629222468	241.7403114	57.32588007	340.1058333
1981	6	19.61138072	1.318038829	260.6711409	28.23905	340.1058333
1981	7	19.48029423	3.261958924	216.3967564	45.1294216	340.1058333
1981	8	16.82715521	2.846143762	189.1129069	109.3642062	340.1058333
1981	9	14.20180598	1.734212699	173.7947297	64.65766421	340.1058333
1981	10	8.481717895	-3.840349658	156.1172554	50.3786306	340.1058333
1981	11	5.553146695	-4.737740934	113.0522675	23.8916026	340.1058333
1981	12	1.089308618	-9.906082838	119.4433609	4.532723	340.1058333
1982	1	-2.48988498	-15.41968521	132.8016066	78.3020687	341.4475
1982	2	-0.792971558	-15.11655592	175.8189111	98.1200411	341.4475
1982	3	1.024359944	-9.032698685	196.8974457	55.4259344	341.4475
1982	4	6.172039383	-4.672884724	263.8559751	9.026775	341.4475
1982	5	10.26689515	-4.027885593	293.851349	65.0818423	341.4475
1982	6	17.22226117	-0.584157345	305.906753	14.7304859	341.4475
1982	7	20.41186932	2.919430549	240.1813989	151.6865794	341.4475
1982	8	17.49895465	3.624440506	193.5789876	191.8350328	341.4475
1982	9	13.21659969	0.776742104	172.6769708	71.6649863	341.4475
1982	10	8.072950155	-4.822348347	166.2853618	25.7519241	341.4475
1982	11	1.013700357	-6.954204833	99.68753144	63.52553354	341.4475
1982	12	-1.41931979	-15.12697759	125.3149974	66.6145302	341.4475
1983	1	1.899764367	-13.81160747	134.4570638	45.7231716	343.0541667
1983	2	-0.343484053	-13.4003375	175.4441434	28.7111761	343.0541667
1983	3	0.563721924	-10.03002068	197.4062173	90.1172999	343.0541667
1983	4	2.498148493	-10.75616982	285.0589697	21.778117	343.0541667
1983	5	10.43230214	-5.127510857	301.9310238	34.6576069	343.0541667
1983	6	16.5733443	-0.768395109	298.984701	27.82725407	343.0541667
1983	7	19.39512645	2.055302055	265.6988608	92.16781014	343.0541667
1983	8	18.6456129	4.074565568	206.2321442	122.3340645	343.0541667
1983	9	16.90886028	1.756487169	185.2681989	72.37055503	343.0541667
1983	10	10.40118835	-3.781560943	159.540254	61.625965	343.0541667
1983	11	1.902965242	-9.323009861	114.2769891	59.5849534	343.0541667
1983	12	-1.854482289	-11.55355441	105.0082659	91.7895682	343.0541667
1984	1	0.735368162	-17.33945755	158.2453768	16.4093755	344.65
1984	2	0.14343847	-14.91444148	174.0606288	7.707975	344.65
