Year	Month	TMax	TMin	PAR	Prec	CO2
1540-1979	1	7.542376428	-7.258380141	139.7813689	21.17463306	338.7516667
1540-1979	2	10.26443567	-5.171711335	169.9663854	18.9253743	338.7516667
1540-1979	3	14.7463	-2.096117024	199.963975	21.65224801	338.7516667
1540-1979	4	19.15046418	1.375968814	220.0713391	21.87347944	338.7516667
1540-1979	5	24.19842573	6.100253361	227.4468554	24.02458015	338.7516667
1540-1979	6	30.21986824	11.1066736	230.6565295	21.12554733	338.7516667
1540-1979	7	31.38301368	14.07809278	206.4369864	56.05585389	338.7516667
1540-1979	8	29.82196136	13.34547344	199.0730241	56.42952429	338.7516667
1540-1979	9	26.50810375	9.386430326	191.05931	41.86758466	338.7516667
1540-1979	10	20.24862248	3.005452487	162.4618217	37.37886328	338.7516667
1540-1979	11	12.98697857	-2.875166287	132.7702827	23.38630388	338.7516667
1540-1979	12	7.433097801	-6.990826636	122.6524544	25.4411198	338.7516667
1980	1	7.942128203	-4.094668672	124.6098684	35.9127596	338.7516667
1980	2	11.01950776	-3.638850768	161.8774546	28.82268137	338.7516667
1980	3	12.65572623	-3.186651921	193.4864866	19.91881527	338.7516667
1980	4	17.65302755	-0.559195701	222.7661939	17.5212444	338.7516667
1980	5	22.17023755	4.749722105	227.6962762	36.1405586	338.7516667
1980	6	31.8539574	10.79728297	243.7994841	0.18149981	338.7516667
1980	7	34.13774513	14.97049215	226.5799979	3.2689526	338.7516667
1980	8	30.77896952	13.59004506	210.7208622	33.6121738	338.7516667
1980	9	27.38796313	9.814125747	197.5428926	32.2730469	338.7516667
1980	10	20.10487563	1.836796698	167.9188072	13.9646144	338.7516667
1980	11	13.93257843	-3.686807102	143.0284496	12.2442981	338.7516667
1980	12	12.27854889	-4.325294623	128.1337641	2.8766315	338.7516667
1981	1	10.90361133	-6.531841539	136.5620745	2	340.1058333
1981	2	12.91553904	-5.836966459	171.7428597	1.6648564	340.1058333
1981	3	12.43904267	-2.423094325	180.4676221	34.02195557	340.1058333
1981	4	21.69319228	3.081343763	225.7937487	22.239585	340.1058333
1981	5	23.12612555	6.103059763	217.8945357	32.5118539	340.1058333
1981	6	31.759574	11.97912495	237.7831704	23.68543687	340.1058333
1981	7	31.50301803	14.65572763	200.9204758	63.15611922	340.1058333
1981	8	29.60831471	12.95988755	197.0941006	45.85826024	340.1058333
1981	9	26.2321847	9.82872725	187.308417	38.6561285	340.1058333
1981	10	19.16079355	3.447626121	160.636373	27.858302	340.1058333
1981	11	15.94366227	-2.505298369	140.8393013	13.39013319	340.1058333
1981	12	10.81836305	-5.87059604	121.996378	0	340.1058333
1982	1	7.086967052	-7.278879581	142.5379146	33.0624204	341.4475
1982	2	8.779259407	-6.67608236	174.486419	27.75987172	341.4475
1982	3	13.38759523	-1.829475271	190.3476124	23.4888983	341.4475
1982	4	18.52480897	1.034916323	226.5182078	0	341.4475
1982	5	22.678372	5.098685926	227.6612091	30.694496	341.4475
1982	6	29.53317637	10.3479646	238.6099652	2.2163038	341.4475
1982	7	31.55057371	14.18886379	215.7482093	38.3902636	341.4475
1982	8	29.65044755	14.05378452	204.995996	53.99954374	341.4475
1982	9	25.22117357	10.14550927	176.9809014	67.4855254	341.4475
1982	10	19.15238003	1.214373314	171.6577522	26.2512916	341.4475
1982	11	11.15538168	-2.351676478	115.6992969	39.7783088	341.4475
1982	12	5.734373022	-6.063887755	114.8158611	46.9059471	341.4475
1983	1	7.266370561	-6.528237621	139.7626338	24.2641723	343.0541667
1983	2	9.029478418	-4.597885889	178.0265526	25.7470407	343.0541667
1983	3	12.2852808	-1.330353628	175.110172	39.9460367	343.0541667
1983	4	15.51792684	-0.816847286	236.8946945	11.19434893	343.0541667
1983	5	22.56856652	4.002605866	235.5595011	17.1542478	343.0541667
1983	6	28.3252005	9.475284777	233.8994771	8.60429966	343.0541667
1983	7	31.525902	13.84968811	214.5171118	53.6086113	343.0541667
1983	8	30.17854839	14.46298277	198.6410552	52.2277978	343.0541667
1983	9	28.5769068	10.57346609	194.9217377	25.05265334	343.0541667
1983	10	20.35900526	3.993278155	159.0727014	39.3244957	343.0541667
1983	11	13.03898213	-2.859176158	135.2523131	15.5433003	343.0541667
1983	12	6.876431774	-6.410462139	116.5268929	31.62599665	343.0541667
1984	1	6.291471381	-9.126484484	142.1898226	15.2018189	344.65
1984	2	10.71415551	-6.413094789	185.7357837	1.6287696	344.65
1984	3	13.8883702	-3.524719238	203.6235538	25.1534467	344.65
1984	4	17.26491435	-0.401441086	221.5000017	16.0053696	344.65
1984	5	26.8348401	7.448283581	240.3921976	1.7115651	344.65
1984	6	28.79733167	10.5567038	223.0802321	23.02688516	344.65
1984	7	31.85991645	14.11220671	219.283155	32.22476564	344.65
1984	8	29.4054109	13.19243106	197.5256756	63.10169473	344.65
1984	9	27.1552492	10.03115968	193.1931093	33.1374322	344.65
1984	10	15.12862604	2.037313704	136.7203851	95.2927557	344.65
1984	11	12.96960501	-2.582768835	137.0782118	10.8930588	344.65
1984	12	6.46251536	-6.0533991	111.546645	62.9920937	344.65
1985	1	5.302590706	-7.387584613	139.2033115	24.67175412	346.1166667
1985	2	8.0965874	-7.126778768	179.0362975	23.5994855	346.1166667
1985	3	13.19625567	-1.213302335	182.6494265	63.4919104	346.1166667
1985	4	19.84425253	1.904883925	217.8976238	70.07071755	346.1166667
1985	5	23.23584458	6.316540232	216.6419719	26.6945849	346.1166667
1985	6	29.5027354	10.44167388	228.0751943	20.4437991	346.1166667
1985	7	30.76191058	13.46466105	201.0624479	52.6113503	346.1166667
1985	8	30.37792394	12.68675298	214.6261584	39.3552529	346.1166667
1985	9	24.6148782	7.663498003	183.0910848	65.0149748	346.1166667
1985	10	19.38508048	3.232772714	153.9105185	84.4144243	346.1166667
1985	11	12.72430634	-2.058312714	130.2533796	17.5870506	346.1166667
1985	12	9.072362152	-7.382783594	137.793287	4.285384787	346.1166667
1986	1	12.07837797	-5.794413814	134.4144204	0.6784086	347.4208333
1986	2	11.060242	-3.969018546	156.7285764	29.7408221	347.4208333
1986	3	16.56825352	-1.1246644	198.1621996	13.67672074	347.4208333
1986	4	18.95906523	2.683893172	205.912715	42.470574	347.4208333
1986	5	23.527023	5.257700918	223.5814543	26.305145	347.4208333
1986	6	27.6910043	10.74622715	203.6423499	88.81037494	347.4208333
1986	7	29.29811919	12.74450173	199.8179926	64.1399774	347.4208333
1986	8	30.37076845	13.10189219	191.5147325	41.3500113	347.4208333
1986	9	24.14675257	7.498421327	183.0934032	65.0087888	347.4208333
1986	10	17.94728179	1.623283866	160.7991738	72.89360175	347.4208333
1986	11	10.85773252	-2.93813805	122.0158901	79.106443	347.4208333
