Year	Month	TMax	TMin	PAR	Prec	CO2
1540-1979	1	1.09328593	-11.21257195	143.1675607	42.22750363	338.7516667
1540-1979	2	2.123452854	-10.09546275	176.1120604	42.34539322	338.7516667
1540-1979	3	5.486054465	-7.120473652	222.7141656	48.41097433	338.7516667
1540-1979	4	9.518859362	-4.069506242	258.741318	40.0062718	338.7516667
1540-1979	5	14.48041041	-0.181614697	260.5829586	40.03156543	338.7516667
1540-1979	6	20.43357337	4.040022854	249.0051909	34.43221477	338.7516667
1540-1979	7	21.34653885	6.438764053	206.9858372	93.61657473	338.7516667
1540-1979	8	19.7104624	6.085319762	193.838624	117.4348105	338.7516667
1540-1979	9	16.71218796	3.196831515	188.2824393	64.7584262	338.7516667
1540-1979	10	11.13109289	-1.653697085	158.8924982	51.27209549	338.7516667
1540-1979	11	4.954156157	-6.581802687	135.3316088	41.9527354	338.7516667
1540-1979	12	0.871608669	-10.67552726	127.5091639	44.70866767	338.7516667
1980	1	1.238304471	-9.58990794	121.1386741	54.8410234	338.7516667
1980	2	2.381222073	-10.50939152	166.6881641	46.4405078	338.7516667
1980	3	2.010390472	-10.68822095	216.2217037	29.29319249	338.7516667
1980	4	6.782933859	-7.197599863	252.5840661	45.815714	338.7516667
1980	5	11.16576798	-3.267799301	268.1756848	36.3388365	338.7516667
1980	6	21.7190717	3.97814705	261.7201808	0	338.7516667
1980	7	24.35157877	4.5694928	242.3089002	10.165405	338.7516667
1980	8	20.65063545	4.426932925	201.8198748	91.9994415	338.7516667
1980	9	17.62800113	2.438132917	191.7666169	47.1876065	338.7516667
1980	10	11.94006255	-4.705423544	168.8339706	38.009453	338.7516667
1980	11	6.143211375	-7.989507525	142.4747639	26.911463	338.7516667
1980	12	6.866395931	-6.909715403	127.3638988	9.1787466	338.7516667
1981	1	4.206143124	-9.762591042	136.138305	2	340.1058333
1981	2	5.017121185	-10.13184144	172.6686526	10.2525535	340.1058333
1981	3	2.453264248	-8.725007958	192.7626705	123.8468826	340.1058333
1981	4	12.09527696	-3.717316339	264.7325475	14.867465	340.1058333
1981	5	12.53386325	-1.983312389	223.7321733	89.77190747	340.1058333
1981	6	21.62997373	2.895491427	243.5329878	26.1116473	340.1058333
1981	7	21.41720184	5.109275435	208.7719964	63.67183489	340.1058333
1981	8	18.89959019	4.328795408	185.8082516	122.6996469	340.1058333
1981	9	15.97296098	2.921616732	179.0786453	64.8469284	340.1058333
1981	10	10.18926623	-2.671967352	161.5086096	47.8052587	340.1058333
1981	11	7.357850467	-5.079506777	125.7138943	20.96730579	340.1058333
1981	12	2.942489081	-9.065011843	113.5599962	4.2889433	340.1058333
1982	1	-0.580569589	-13.17708425	137.488115	72.4692724	341.4475
1982	2	1.103792054	-13.41304744	183.0303814	98.2945183	341.4475
1982	3	3.281607745	-7.978569258	208.2787306	60.2670703	341.4475
1982	4	8.431802937	-3.954018779	270.5391152	6.7093554	341.4475
1982	5	12.44845836	-2.803340858	287.5702449	56.6597597	341.4475
1982	6	19.2856517	0.756417174	292.4573976	12.8164327	341.4475
1982	7	22.42259442	4.667417497	223.5046969	104.3182892	341.4475
1982	8	19.60184348	5.455998961	186.8821322	176.2290276	341.4475
1982	9	15.25866386	2.20145869	178.5729455	63.502182	341.4475
1982	10	9.974764452	-4.528114892	177.7911299	27.71377565	341.4475
1982	11	2.695468112	-6.787447553	106.8112466	62.5851941	341.4475
1982	12	-0.168476185	-13.8046765	134.5960694	72.54340692	341.4475
1983	1	3.018845829	-12.79736201	141.0750849	51.3214075	343.0541667
1983	2	1.582295064	-11.92610378	183.4858284	27.49229173	343.0541667
1983	3	2.68144146	-8.69625679	197.5659004	96.268766	343.0541667
1983	4	4.944046198	-9.09279088	281.8425846	34.7084785	343.0541667
1983	5	12.7366788	-3.705270296	304.6902441	19.35262913	343.0541667
1983	6	18.84156407	0.925164917	287.7922511	23.59995524	343.0541667
1983	7	21.702562	4.196601452	245.1818568	78.82996604	343.0541667
1983	8	20.76836355	5.772229768	193.3608443	130.8230241	343.0541667
1983	9	19.01108949	3.021233159	190.1593661	72.66390477	343.0541667
1983	10	12.23474595	-2.837720856	162.5584983	58.477814	343.0541667
1983	11	4.101409573	-8.424038869	122.9533684	56.4915213	343.0541667
1983	12	-0.186808052	-10.46844705	112.4641655	75.08867432	343.0541667
1984	1	1.819911496	-15.90401503	163.7915295	21.7310354	344.65
1984	2	2.362853079	-13.57834447	184.5268943	6.812438	344.65
1984	3	4.553267503	-9.225696947	220.1831951	70.50473949	344.65
