FFMC,BUI,WSV,WindDir,FWIBin,Season,Ecoregion
97.16732447,270.1975523,64.368,79,5,Summer,FR1
92.28952031,273.3176161,40.248,247,4,Summer,FR1
92.33963367,276.8921199,35.424,6,4,Summer,FR1
92.38976358,280.5232006,48.276,73,5,Summer,FR1
92.37022643,283.9775152,38.628,60,4,Summer,FR1
92.42036644,287.7681297,33.804,68,4,Summer,FR1
89.43346335,290.2049065,32.184,260,2,Summer,FR1
88.75969325,292.5860251,32.184,124,2,Summer,FR1
90.92464743,295.8824539,40.248,223,4,Summer,FR1
91.83988656,299.3852538,35.424,340,4,Summer,FR1
91.98674649,302.934096,33.804,15,4,Summer,FR1
92.03675989,306.2941888,38.628,98,4,Summer,FR1
92.08678981,309.6463388,33.804,53,4,Summer,FR1
92.13683624,313.0231901,40.248,86,4,Summer,FR1
92.18689919,316.3890634,32.184,315,3,Summer,FR1
90.73287616,319.1747579,35.424,150,3,Summer,FR1
89.53297636,321.742683,33.804,131,3,Summer,FR1
88.32579443,324.1384555,38.628,66,3,Summer,FR1
88.37459917,326.7514485,30.564,104,2,Summer,FR1
91.33497828,330.2516726,35.424,57,4,Summer,FR1
91.3847765,333.5872526,32.184,314,3,Summer,FR1
90.53824,336.5079532,33.804,302,3,Summer,FR1
90.58777518,339.5117375,32.184,2,3,Summer,FR1
91.70728844,343.1349488,30.564,74,3,Summer,FR1
91.75720958,346.4360516,28.98,172,3,Summer,FR1
89.9917542,349.1064779,24.156,194,1,Summer,FR1
86.98217398,351.1887277,27.36,130,1,Summer,FR1
87.03053512,353.4150538,40.248,146,2,Summer,FR1
87.07891223,355.907448,32.184,227,1,Summer,FR1
87.1077061,358.0944648,37.008,160,2,Summer,FR1
88.4414713,360.9503243,37.008,91,3,Summer,FR1
89.57673049,364.0708535,30.564,81,2,Summer,FR1
87.35519648,366.2377221,28.98,198,1,Summer,FR1
87.19762362,368.4559357,22.536,225,1,Summer,FR1
86.83077468,370.5918688,25.74,202,1,Summer,FR1
84.96003413,372.3659215,22.536,134,1,Summer,FR1
86.81165344,374.9342912,38.628,84,2,Summer,FR1
87.41296881,185.6480375,30.564,228,1,Summer,FR1
86.55908272,187.5772773,27.36,110,1,Summer,FR1
87.10493053,190.2423816,27.36,118,1,Summer,FR1
88.32572416,193.2804201,35.424,156,2,Summer,FR1
89.53321343,196.6934405,24.156,211,1,Summer,FR1
93.40393083,201.4022126,33.804,114,4,Summer,FR1
96.69858276,206.7948044,30.564,155,4,Summer,FR1
95.15896775,211.2490235,35.424,106,4,Summer,FR1
91.92872339,214.5379134,25.74,164,2,Summer,FR1
88.16068274,216.6632296,27.36,150,1,Summer,FR1
88.20943296,219.3491663,30.564,193,1,Summer,FR1
86.85096945,221.2460666,35.424,224,2,Summer,FR1
87.69852713,223.8864917,27.36,57,1,Summer,FR1
88.4028934,226.8209676,35.424,86,2,Summer,FR1
88.45172359,229.6112561,30.564,217,1,Summer,FR1
86.12974503,231.3130602,35.424,214,1,Summer,FR1
88.02472442,234.2271057,24.156,248,1,Summer,FR1
87.36863975,236.3718645,32.184,111,1,Summer,FR1
85.01230606,237.8199544,27.36,243,1,Summer,FR1
80.58940323,135.131557,22.536,173,1,Summer,FR1
85.72194018,137.9733127,33.804,111,1,Summer,FR1
88.60736216,141.7861345,22.536,201,1,Summer,FR1
89.72368586,145.8550528,27.36,224,1,Summer,FR1
88.51540254,148.61561,30.564,100,1,Summer,FR1
88.56426988,151.7380846,24.156,140,1,Summer,FR1
88.61315335,154.762961,30.564,157,1,Summer,FR1
88.3053488,157.5393311,33.804,164,2,Summer,FR1
88.35414679,160.8637351,33.804,114,2,Summer,FR1
90.33685658,164.9813359,32.184,143,2,Summer,FR1
91.01809792,169.2957081,38.628,86,4,Summer,FR1
90.41118307,172.6340848,38.628,91,3,Summer,FR1
90.2033117,175.41051,28.98,154,2,Summer,FR1
88.22247999,177.441198,38.628,207,3,Summer,FR1
81.88523278,177.9386263,25.74,225,1,Summer,FR1
83.46878063,179.2822705,24.156,86,1,Summer,FR1
86.68713867,181.5981773,32.184,86,1,Summer,FR1
83.79132362,182.4199998,25.74,224,1,Summer,FR1
83.8386313,183.6183494,25.74,269,1,Summer,FR1
83.29697238,184.3655058,22.536,216,1,Summer,FR1
82.20550554,184.9388023,27.36,171,1,Summer,FR1
84.79313516,186.5593968,28.98,97,1,Summer,FR1
86.63767834,188.577357,37.008,88,2,Summer,FR1
87.40528681,190.7085271,28.98,162,1,Summer,FR1
83.0618844,191.379021,30.564,278,1,Summer,FR1
79.51488068,191.7703465,33.804,8,1,Summer,FR1
82.34765819,192.8509984,41.832,94,1,Summer,FR1
85.05884304,194.4103571,43.452,84,2,Summer,FR1
87.60335728,196.4967698,32.184,143,1,Summer,FR1
88.57077069,198.7771706,37.008,74,2,Summer,FR1
89.02656629,201.1043306,27.36,237,1,Summer,FR1
88.35936093,202.819977,35.424,154,2,Summer,FR1
86.56491813,204.015665,27.36,279,1,Summer,FR1
91.39846021,207.1381513,28.98,173,3,Summer,FR1
93.38862983,210.6071755,40.248,121,4,Summer,FR1
94.37094084,214.2285511,40.248,119,5,Summer,FR1
94.05550568,217.4551408,38.628,178,4,Summer,FR1
90.5811684,219.4854164,25.74,192,2,Summer,FR1
91.08497059,222.4016682,20.916,205,1,Summer,FR1
91.13468627,224.9939091,40.248,226,4,Summer,FR1
89.77343536,226.7771796,28.98,111,2,Summer,FR1
90.34942743,229.332148,28.98,95,2,Summer,FR1
90.3788344,231.2102364,27.36,100,2,Summer,FR1
86.30845137,232.1535909,33.804,117,1,Summer,FR1
83.29618153,212.4004118,27.36,38,1,Summer,FR1
83.15316693,212.9711075,35.424,64,1,Summer,FR1
84.7809205,213.992512,54.72,59,4,Summer,FR1
82.31266545,214.2967242,43.452,72,1,Summer,FR1
82.35948495,214.6347252,48.276,101,2,Summer,FR1
82.45801043,215.0239295,30.564,172,1,Summer,FR1
84.91097054,215.930209,46.656,90,2,Summer,FR1
88.00927868,217.4426337,41.832,96,3,Summer,FR1
88.84807318,219.0491851,24.156,139,1,Summer,FR1
91.47635445,221.3317402,33.804,111,3,Summer,FR1
91.52619934,223.4706813,22.536,214,2,Summer,FR1
91.57606069,225.6164091,25.74,126,2,Summer,FR1
92.62099247,228.1969304,38.628,91,4,Summer,FR1
90.22155635,229.6026928,54.72,117,5,Summer,FR1
85.78412234,229.9620613,20.916,51,1,Summer,FR1
86.11704992,230.8790184,32.184,78,1,Summer,FR1
91.25064509,232.9381345,32.184,106,3,Summer,FR1
92.23649122,234.9616221,38.628,124,4,Summer,FR1
92.28658708,236.9999371,24.156,188,2,Summer,FR1
91.99732031,238.7345742,20.916,156,2,Summer,FR1
92.0473372,240.7653994,48.276,75,5,Summer,FR1
89.42941455,242.113334,51.516,81,4,Summer,FR1
83.68355583,242.360519,38.628,289,1,Summer,FR1
79.00865455,242.3863102,19.296,100,1,Summer,FR1
79.06874373,242.5584533,25.74,85,1,Summer,FR1
86.32925598,243.680248,37.008,105,2,Summer,FR1
88.02149573,244.7859924,25.74,134,1,Summer,FR1
89.4982273,246.2232143,45.072,79,4,Summer,FR1
90.2228541,247.7610746,45.072,76,4,Summer,FR1
86.84873147,247.7323817,40.248,342,2,Summer,FR1
87.61697284,248.1761577,30.564,100,1,Summer,FR1
88.70001861,249.2116716,35.424,63,2,Summer,FR1
85.94515346,249.3037852,64.368,68,5,Summer,FR1
86.09308955,249.415876,33.804,80,1,Summer,FR1
84.7491387,249.5294638,37.008,75,1,Summer,FR1
82.79951882,249.4946449,37.008,110,1,Summer,FR1
82.59059895,249.4617109,20.916,270,1,Summer,FR1
87.6731569,249.9539705,27.36,119,1,Summer,FR1
91.90111443,250.8689867,43.452,105,4,Summer,FR1
90.33129795,251.6567974,67.608,80,5,Summer,FR1
83.04997929,251.7619956,56.34,76,3,Summer,FR1
83.09704221,251.9772166,40.248,84,1,Summer,FR1
86.03305332,252.4814136,27.36,124,1,Fall,FR1
86.08110111,252.7319311,30.564,119,1,Fall,FR1
86.22675732,253.0243454,43.452,80,3,Fall,FR1
87.22939407,253.6737449,51.516,85,4,Fall,FR1
88.35047211,254.346345,51.516,87,4,Fall,FR1
88.39928499,255.004883,33.804,76,2,Fall,FR1
86.70097973,255.4127678,35.424,97,1,Fall,FR1
87.6640836,256.0348799,32.184,192,1,Fall,FR1
90.62833101,257.2575532,25.74,96,2,Fall,FR1
91.20585907,258.2657585,43.452,84,4,Fall,FR1
84.61097969,258.4416171,40.248,82,1,Fall,FR1
84.65855798,258.3986351,28.98,209,1,Fall,FR1
89.7401331,259.2341096,24.156,156,1,Fall,FR1
92.72906225,260.8362418,40.248,178,4,Fall,FR1
90.60752013,261.3082367,27.36,147,2,Fall,FR1
90.65707818,262.0254249,43.452,92,4,Fall,FR1
87.26681537,262.0051222,57.924,219,5,Fall,FR1
81.83119331,261.9590323,37.008,52,1,Fall,FR1
79.31811091,261.9128982,27.36,40,1,Fall,FR1
79.36394176,261.8667198,43.452,108,1,Fall,FR1
79.11682075,261.8204971,45.072,216,1,Fall,FR1
79.82387827,261.7742298,27.36,134,1,Fall,FR1
84.54899092,262.106976,27.36,91,1,Fall,FR1
85.59855972,262.2556883,22.536,136,1,Fall,FR1
85.64646405,262.2414598,19.296,172,1,Fall,FR1
86.66447087,262.3594734,19.296,127,1,Fall,FR1
87.30415931,262.5165041,40.248,85,3,Fall,FR1
84.52599202,262.5937011,30.564,74,1,Fall,FR1
77.81273719,262.5897644,53.1,65,1,Fall,FR1
77.85807104,262.5430848,38.628,93,1,Fall,FR1
89.20329162,41.32356771,38.628,92,1,Spring,FR1
92.95928268,44.73686566,48.276,72,3,Spring,FR1
87.67328,45.34414917,59.544,166,3,Spring,FR1
81.58688571,45.3769446,43.452,191,1,Spring,FR1
83.57483254,46.4196269,30.564,86,1,Spring,FR1
89.02451877,48.91839598,33.804,89,1,Spring,FR1
91.71883802,51.47751903,37.008,90,1,Spring,FR1
91.76876297,53.22300801,25.74,243,1,Spring,FR1
90.74179199,55.14322604,33.804,104,1,Spring,FR1
90.29977057,57.38861387,30.564,119,1,Spring,FR1
88.4468968,59.15121854,24.156,235,1,Spring,FR1
85.28149299,60.207337,38.628,325,1,Spring,FR1
86.63713056,61.50606543,48.276,76,1,Spring,FR1
91.12558864,63.49854586,40.248,67,2,Spring,FR1
88.91834682,64.16947125,54.72,63,3,Spring,FR1
86.52264392,64.44762114,46.656,96,1,Spring,FR1
86.57085335,65.22233439,35.424,123,1,Spring,FR1
90.49454549,67.35445911,38.628,84,2,Spring,FR1
92.87172441,70.1546641,40.248,91,3,Spring,FR1
90.64226315,71.92539543,40.248,114,2,Spring,FR1
90.19862486,73.71970134,30.564,86,1,Spring,FR1
91.54145866,76.54664621,27.36,266,1,Spring,FR1
90.87071697,78.84154593,27.36,261,1,Spring,FR1
89.64966603,80.84525428,30.564,93,1,Spring,FR1
92.54700433,84.10239198,37.008,116,3,Spring,FR1
93.30896395,87.30087419,37.008,134,3,Spring,FR1
92.17668212,89.73831001,57.924,60,5,Spring,FR1
89.95550841,91.33224958,51.516,85,4,Spring,FR1
88.73328315,92.67440129,27.36,82,1,Spring,FR1
87.83782872,94.05766856,33.804,80,1,Spring,FR1
92.65341387,96.68768552,43.452,92,4,Spring,FR1
93.30043544,99.83168499,48.276,79,5,Spring,FR1
94.42472351,103.1147713,41.832,82,4,Spring,FR1
94.47554181,106.3427568,32.184,94,3,Spring,FR1
94.73095354,109.7726845,41.832,90,4,Spring,FR1
95.63191325,113.2925249,40.248,89,5,Spring,FR1
91.39282348,115.4822942,30.564,252,2,Summer,FR1
81.70671182,116.0782197,40.248,230,1,Summer,FR1
81.75333127,116.956774,25.74,247,1,Summer,FR1
84.3202662,118.4557125,27.36,44,1,Summer,FR1
85.26793369,120.1048496,27.36,260,1,Summer,FR1
85.05390556,121.3621817,40.248,225,1,Summer,FR1
83.2773746,122.3240774,41.832,275,1,Summer,FR1
82.34964637,123.193904,30.564,114,1,Summer,FR1
82.22888554,124.0550108,40.248,232,1,Summer,FR1
88.00291477,126.3182042,41.832,235,2,Summer,FR1
91.85758207,129.257746,32.184,45,3,Summer,FR1
93.69329825,132.5673574,48.276,88,5,Summer,FR1
95.00570926,136.0362667,51.516,74,5,Summer,FR1
94.09669451,138.897932,37.008,91,4,Summer,FR1
89.16733047,140.8394839,27.36,278,1,Summer,FR1
87.97418764,143.026742,33.804,12,1,Summer,FR1
90.38502858,146.1145972,38.628,69,3,Summer,FR1
96.36526661,150.0396117,74.016,72,5,Summer,FR1
94.60393005,153.2003514,51.516,75,5,Summer,FR1
95.04092642,156.8067528,43.452,55,5,Summer,FR1
95.32063118,160.3716132,57.924,50,5,Summer,FR1
95.37174526,162.9804906,51.516,85,5,Summer,FR1
96.06589903,165.9028907,41.832,100,5,Summer,FR1
97.24266636,169.5190011,37.008,107,5,Summer,FR1
97.8569583,173.3710655,35.424,134,5,Summer,FR1
91.43711509,175.7218944,41.832,271,4,Summer,FR1
90.54187597,178.6796293,41.832,90,4,Summer,FR1
90.68481175,181.9615952,38.628,137,4,Summer,FR1
93.50606876,185.6349582,33.804,189,4,Summer,FR1
90.28644561,188.164463,33.804,207,3,Summer,FR1
88.93035394,190.6605946,27.36,253,1,Summer,FR1
89.39115644,193.7191242,32.184,64,2,Summer,FR1
89.44031291,196.5300791,38.628,353,3,Summer,FR1
89.48948561,199.6416628,40.248,20,3,Summer,FR1
96.76531569,203.80972,57.924,81,5,Summer,FR1
96.48894704,208.0205579,46.656,90,5,Summer,FR1
94.64623692,211.7275659,38.628,283,5,Summer,FR1
91.34062821,214.6571122,30.564,309,3,Summer,FR1
89.18767244,217.3286504,32.184,347,2,Summer,FR1
96.05700908,222.2168534,32.184,106,4,Summer,FR1
95.12290483,226.3086434,35.424,292,4,Summer,FR1
89.62457867,228.6395667,28.98,250,2,Summer,FR1
91.31117205,232.3593717,49.896,90,5,Summer,FR1
97.56264114,237.7387354,41.832,101,5,Summer,FR1
97.61449542,242.7795581,41.832,82,5,Summer,FR1
96.19562926,247.4715004,41.832,188,5,Summer,FR1
88.26838484,249.6933023,40.248,276,3,Summer,FR1
90.52223807,253.4228507,33.804,64,3,Summer,FR1
93.10487338,257.8513458,28.98,42,3,Summer,FR1
94.3808946,262.4332125,35.424,314,4,Summer,FR1
94.43169843,266.858762,30.564,27,4,Summer,FR1
95.4634151,271.601171,37.008,56,5,Summer,FR1
95.51457633,276.3740559,33.804,86,4,Summer,FR1
95.56575444,280.9082046,28.98,173,4,Summer,FR1
95.36032541,285.2565684,27.36,183,4,Summer,FR1
94.32631532,289.2783617,38.628,233,5,Summer,FR1
91.18739025,292.1518792,30.564,233,3,Summer,FR1
90.57531858,295.0495171,30.564,98,3,Summer,FR1
90.08062646,297.8090797,30.564,116,2,Summer,FR1
88.46265582,300.1528147,35.424,134,2,Summer,FR1
85.23012154,301.8150023,32.184,108,1,Summer,FR1
85.27790424,303.6651581,25.74,298,1,Summer,FR1
85.32570272,305.4851774,25.74,192,1,Summer,FR1
86.7132512,307.9115893,27.36,170,1,Summer,FR1
84.52106521,309.4537627,30.564,225,1,Summer,FR1
84.56861381,311.2328819,35.424,252,1,Summer,FR1
84.61617811,313.1281896,24.156,296,1,Summer,FR1
87.41538296,315.7803511,24.156,134,1,Summer,FR1
89.18995878,318.7707404,30.564,233,2,Summer,FR1
90.29039072,321.9427669,27.36,50,2,Summer,FR1
91.13684135,325.2267196,32.184,60,3,Summer,FR1
91.18657416,328.224565,33.804,134,3,Summer,FR1
90.56670215,331.0487436,37.008,141,3,Summer,FR1
89.72012792,333.7035296,25.74,234,1,Summer,FR1
89.72210176,336.3992587,28.98,312,2,Summer,FR1
89.77136748,339.3583683,27.36,27,2,Summer,FR1
90.17304569,342.5797101,25.74,326,2,Summer,FR1
90.35121291,345.7958386,30.564,250,2,Summer,FR1
89.7914349,348.4509061,24.156,111,1,Summer,FR1
89.84072352,351.478423,38.628,92,3,Summer,FR1
89.0380525,353.9615276,27.36,154,1,Summer,FR1
89.04695149,198.2652011,38.628,225,3,Summer,FR1
89.09599432,201.4281751,33.804,248,2,Summer,FR1
88.18156582,204.0952872,25.74,12,1,Summer,FR1
88.25480724,207.3957034,30.564,88,1,Summer,FR1
91.03949256,211.7403867,25.74,17,2,Summer,FR1
91.26423231,215.9584641,27.36,273,2,Summer,FR1
92.43531826,220.0870853,32.184,85,3,Summer,FR1
92.48547976,223.9719095,33.804,98,4,Summer,FR1
91.93183842,227.336235,37.008,118,4,Summer,FR1
89.54736053,229.8860964,37.008,233,3,Summer,FR1
85.73270866,231.3904892,22.536,14,1,Summer,FR1
88.69114991,234.4619622,40.248,113,3,Summer,FR1
90.0308404,237.8130596,28.98,219,2,Summer,FR1
90.85946609,241.2839765,37.008,239,4,Summer,FR1
91.92225747,245.0013114,30.564,190,3,Summer,FR1
92.03576729,248.7041536,28.98,86,3,Summer,FR1
93.08129029,252.7845883,40.248,98,4,Summer,FR1
88.70767402,254.9182685,32.184,215,2,Summer,FR1
86.95271105,256.7817528,32.184,78,1,Summer,FR1
87.46635187,259.2560479,38.628,140,2,Summer,FR1
89.63015052,262.4084862,37.008,164,3,Summer,FR1
87.70468868,264.4145827,30.564,232,1,Summer,FR1
87.75328836,266.4918864,35.424,108,2,Summer,FR1
87.80190408,268.926916,35.424,222,2,Summer,FR1
86.09587864,270.5480789,27.36,292,1,Summer,FR1
85.14313293,272.0222561,33.804,110,1,Summer,FR1
85.19088691,273.6834907,20.916,255,1,Summer,FR1
85.30098934,275.6127062,40.248,87,2,Summer,FR1
85.71574637,277.6256789,40.248,82,2,Summer,FR1
85.8722336,279.6335102,35.424,100,1,Summer,FR1
89.72783752,282.7362753,32.184,222,2,Summer,FR1
87.65736361,162.6270501,27.36,217,1,Summer,FR1
87.83680265,165.6270919,28.98,278,1,Summer,FR1
89.82601323,169.3002657,27.36,245,1,Summer,FR1
90.7407916,173.0662355,27.36,242,2,Summer,FR1
91.81534719,177.0599122,32.184,273,3,Summer,FR1
91.99751342,181.0866872,27.36,31,2,Summer,FR1
92.25338018,184.7185955,25.74,54,2,Summer,FR1
92.30348161,188.3043556,19.296,294,1,Summer,FR1
91.30609211,191.2427917,24.156,201,2,Summer,FR1
91.35588079,194.3283335,27.36,144,2,Summer,FR1
91.40568591,197.2572941,33.804,172,3,Summer,FR1
90.24985317,199.9627393,35.424,90,3,Summer,FR1
89.51831387,202.2431616,33.804,223,2,Summer,FR1
85.6995448,203.1977425,27.36,250,1,Summer,FR1
86.70810574,205.0609846,24.156,251,1,Summer,FR1
87.01075891,207.136699,40.248,108,2,Summer,FR1
87.47984523,209.3845729,38.628,79,2,Summer,FR1
84.60860363,210.3143606,41.832,221,2,Summer,FR1
82.63716286,210.853167,46.656,232,1,Summer,FR1
83.78042967,211.8420627,35.424,230,1,Summer,FR1
87.41545943,213.7746557,24.156,205,1,Summer,FR1
92.09636123,217.0585729,28.98,164,3,Summer,FR1
90.77153156,219.1967581,51.516,179,5,Summer,FR1
90.69030986,221.3874363,30.564,107,2,Summer,FR1
93.90340064,224.8124406,33.804,114,4,Summer,FR1
94.317185,228.2199417,40.248,136,5,Summer,FR1
93.88226367,231.2842759,20.916,172,2,Summer,FR1
93.93290287,234.4892612,30.564,82,4,Summer,FR1
93.9835588,237.6358736,32.184,81,4,Summer,FR1
93.30781177,240.4226491,32.184,93,4,Summer,FR1
89.71474362,242.1677987,48.276,92,4,Summer,FR1
89.76400692,244.1875662,33.804,93,3,Summer,FR1
86.62325561,245.3760172,24.156,72,1,Summer,FR1
83.3853006,246.0746614,33.804,215,1,Summer,FR1
83.43247423,246.8693904,28.98,197,1,Summer,FR1
85.86079487,248.4395487,25.74,213,1,Summer,FR1
86.60700527,249.7786568,32.184,235,1,Summer,FR1
88.11022672,251.4236103,35.424,97,2,Summer,FR1
93.73566424,254.2755332,51.516,116,5,Summer,FR1
91.148096,255.8336194,30.564,2,3,Summer,FR1
90.41304677,257.4347384,49.896,84,5,Summer,FR1
83.24117886,257.6819197,28.98,12,1,Summer,FR1
82.85307172,257.9694112,33.804,61,1,Summer,FR1
91.22315524,259.8372293,41.832,87,4,Summer,FR1
91.27291654,261.705447,37.008,98,4,Summer,FR1
89.84260023,263.081208,28.98,84,2,Summer,FR1
89.89190574,264.8606685,33.804,83,3,Summer,FR1
83.47865953,265.3124816,40.248,13,1,Summer,FR1
85.2245587,266.0603182,45.072,108,2,Summer,FR1
87.13734381,267.3327716,27.36,154,1,Summer,FR1
89.7734301,269.0922742,38.628,100,3,Summer,FR1
92.66928928,271.4176819,41.832,104,4,Summer,FR1
93.45279752,273.4364864,49.896,98,5,Summer,FR1
93.97771422,275.3749263,33.804,126,4,Summer,FR1
94.06479886,277.5942405,38.628,101,5,Summer,FR1
95.10922289,280.1316706,41.832,95,5,Summer,FR1
92.1703508,281.8010686,43.452,86,4,Summer,FR1
91.35752285,283.3849253,40.248,78,4,Summer,FR1
91.62450158,285.3621723,46.656,79,5,Summer,FR1
91.85433916,287.3447325,46.656,79,5,Summer,FR1
90.18543014,288.0685084,43.452,49,4,Summer,FR1
85.66179264,288.0939516,24.156,4,1,Summer,FR1
87.58199366,288.7631052,38.628,98,2,Summer,FR1
90.15293401,290.0686033,43.452,123,4,Summer,FR1
91.54115204,291.8658125,27.36,131,2,Summer,FR1
92.18138527,293.6457634,25.74,178,2,Summer,FR1
92.71182055,295.4336261,20.916,192,2,Summer,FR1
93.55508399,296.987444,40.248,106,5,Summer,FR1
93.60561518,298.4922225,35.424,107,4,Summer,FR1
90.17191901,299.1947146,20.916,247,1,Summer,FR1
91.89482803,300.5059379,33.804,146,4,Summer,FR1
91.94481108,301.6987994,27.36,124,3,Summer,FR1
91.99481064,303.1414904,24.156,260,2,Summer,FR1
92.08804655,304.6265321,38.628,92,4,Summer,FR1
92.13809339,305.9408631,40.248,86,4,Summer,FR1
87.08458047,306.4378013,46.656,80,3,Summer,FR1
83.76880028,306.4797479,56.34,65,3,Summer,FR1
83.81610053,306.4215531,41.832,91,1,Summer,FR1
87.93092468,306.4808937,17.712,173,1,Summer,FR1
90.848909,307.1017599,30.564,121,3,Summer,FR1
92.2969087,307.8226655,37.008,108,4,Fall,FR1
92.29069843,308.46068,25.74,233,3,Fall,FR1
89.73166808,308.9217368,25.74,87,1,Fall,FR1
89.40274852,309.639935,33.804,85,2,Fall,FR1
88.51297817,310.27912,38.628,89,3,Fall,FR1
90.66969886,311.179715,19.296,156,1,Fall,FR1
92.57777076,312.3028007,20.916,90,2,Fall,FR1
91.66611003,313.2042652,38.628,86,4,Fall,FR1
91.71601757,314.1828545,37.008,137,4,Fall,FR1
88.35312874,314.3338544,24.156,120,1,Fall,FR1
92.20641316,315.525188,32.184,129,3,Fall,FR1
93.62707218,316.7146759,38.628,103,4,Fall,FR1
90.39576557,317.0733262,28.98,126,2,Fall,FR1
90.75240677,317.8080388,33.804,121,3,Fall,FR1
92.79545386,318.7833681,35.424,111,4,Fall,FR1
91.31610268,319.6532902,38.628,87,4,Fall,FR1
89.79926339,320.332241,33.804,86,3,Fall,FR1
89.84855459,321.0987778,43.452,86,4,Fall,FR1
91.42036388,322.0102597,51.516,88,5,Fall,FR1
89.55161619,322.624513,61.164,107,5,Fall,FR1
88.65163138,322.9700717,22.536,141,1,Fall,FR1
89.97515891,323.9490699,38.628,101,3,Fall,FR1
90.02450818,324.7479965,41.832,76,4,Fall,FR1
88.70727795,325.1723286,35.424,100,2,Fall,FR1
88.39903674,325.4628668,48.276,91,4,Fall,FR1
85.45700585,325.3993375,41.832,113,2,Fall,FR1
84.16679719,325.3357542,25.74,121,1,Fall,FR1
84.62957765,325.2721168,32.184,113,1,Fall,FR1
87.14517465,325.4756225,38.628,90,2,Fall,FR1
88.1155218,325.8048674,30.564,88,1,Fall,FR1
84.39395084,40.15990584,40.248,180,1,Spring,FR1
83.0306069,40.48160346,25.74,180,1,Spring,FR1
82.57101486,40.80323293,22.536,180,1,Spring,FR1
87.92141485,43.06869765,30.564,180,1,Spring,FR1
91.59927448,46.00748773,51.516,180,3,Spring,FR1
91.51682194,48.45561265,46.656,180,3,Spring,FR1
91.5666802,51.13820671,59.544,180,4,Spring,FR1
91.61655491,53.69917616,53.1,180,4,Spring,FR1
85.7196447,53.88931685,41.832,180,1,Spring,FR1
82.31512809,53.91971313,35.424,180,1,Spring,FR1
84.20226363,54.70756672,43.452,180,1,Spring,FR1
85.51405015,55.84979061,33.804,180,1,Spring,FR1
89.13721805,57.96637626,56.34,180,3,Spring,FR1
89.93985298,60.21392595,67.608,180,5,Spring,FR1
90.93954451,62.7030685,53.1,180,4,Spring,FR1
90.98921218,64.9500607,43.452,180,3,Spring,FR1
88.20342786,65.73659405,51.516,180,3,Spring,FR1
86.68058358,65.77563402,41.832,180,1,Spring,FR1
89.09548383,66.64754293,48.276,180,3,Spring,FR1
89.65286436,68.06535502,49.896,180,3,Spring,FR1
90.57149066,70.07118854,46.656,180,3,Spring,FR1
90.65612383,72.36561837,61.164,180,5,Spring,FR1
84.91660363,72.49587912,24.156,180,1,Spring,FR1
84.96428282,73.15910003,43.452,180,1,Spring,FR1
85.01197776,74.08286843,25.74,180,1,Spring,FR1
85.86250637,75.3457565,33.804,180,1,Spring,FR1
89.35222718,77.43391949,32.184,180,1,Spring,FR1
93.71349275,80.51061697,37.008,180,3,Spring,FR1
94.36186017,83.82780725,41.832,180,4,Spring,FR1
94.54549043,87.22340544,46.656,180,5,Spring,FR1
91.52863418,88.94303558,43.452,180,4,Spring,FR1
88.2470164,89.27564909,35.424,180,1,Spring,FR1
88.66196524,90.64072952,35.424,180,1,Spring,FR1
90.72707204,92.65058002,32.184,180,2,Spring,FR1
90.77666956,94.34415345,30.564,180,1,Spring,FR1
86.0760197,95.2724562,35.424,180,1,Spring,FR1
87.59753096,97.29349004,48.276,180,3,Summer,FR1
89.33420077,99.35698227,49.896,180,4,Summer,FR1
88.57610438,100.9089675,35.424,180,1,Summer,FR1
84.59289298,101.6847451,28.98,180,1,Summer,FR1
84.88160173,102.9983187,48.276,180,2,Summer,FR1
86.76771157,104.9670886,37.008,180,1,Summer,FR1
90.44567338,107.8856217,30.564,180,1,Summer,FR1
91.10013931,110.8006882,32.184,180,2,Summer,FR1
89.1247594,112.8769712,32.184,180,1,Summer,FR1
92.59908859,116.206898,40.248,180,4,Summer,FR1
94.38186233,119.8209983,41.832,180,4,Summer,FR1
93.97516482,122.7033745,53.1,180,5,Summer,FR1
91.08272083,124.7222837,48.276,180,4,Summer,FR1
89.45582698,126.4742649,38.628,180,3,Summer,FR1
89.5050048,128.6750158,38.628,180,3,Summer,FR1
92.67618852,131.9210696,41.832,180,4,Summer,FR1
92.72642954,135.1044856,37.008,180,4,Summer,FR1
88.90024684,137.3337165,40.248,180,3,Summer,FR1
88.94924123,139.9487576,41.832,180,3,Summer,FR1
93.257278,143.3606067,43.452,180,4,Summer,FR1
95.20539877,146.7757721,51.516,180,5,Summer,FR1
95.25647482,150.1403548,43.452,180,5,Summer,FR1
94.03946371,152.9372637,62.748,180,5,Summer,FR1
94.09015482,155.9412405,61.164,180,5,Summer,FR1
94.14086266,159.2751654,65.988,180,5,Summer,FR1
94.19158725,162.1932893,30.564,180,4,Summer,FR1
90.40375921,164.5930133,38.628,180,3,Summer,FR1
90.45324999,167.6694517,41.832,180,4,Summer,FR1
94.94951417,171.7981601,33.804,180,4,Summer,FR1
88.52981711,173.8378132,46.656,180,4,Summer,FR1
84.72040707,175.3489628,32.184,213,1,Summer,FR1
86.10575598,177.5958582,41.832,105,2,Summer,FR1
88.79717988,180.5808711,43.452,137,3,Summer,FR1
88.84614025,183.310023,30.564,301,2,Summer,FR1
